"y","x","z"
4.84051984975184,0.564699319889769,0.581941049080342
4.96436610018377,0.791309681488201,0.819783749668161
4.56799414571692,0.072375780204311,2.19586158273971
5.81873545878179,0.920739438850433,0.858146951999515
3.5136478494332,0.269361447542906,0.871495477389544
12.0104605222798,0.438878073822707,3.61219246668701
3.76059213602637,0.74677056260407,0.731967271044672
11.3497248777861,0.880191212985665,3.3063904417861
4.08029942756185,0.835247469134629,0.534306627232581
4.73440766992887,0.384497261140496,1.18804888147861
6.9811263007766,0.900677600875497,1.15600938163698
3.7150763877896,0.573995672399178,0.996797718573362
2.02665418669704,0.362174030859023,0.529088245239109
6.0414376111131,0.295497383456677,1.45467226575584
4.44936019591091,0.531915458850563,1.35890013999761
10.7537759671718,0.344085205579177,3.22364781598065
4.6195951888744,0.632047681137919,0.700026660669933
6.78030617204422,0.822774494998157,1.71416000924529
5.22091916845022,0.466480811592191,1.69062667894633
13.0023688505613,0.321568335872144,4.80151301810974
6.66991593376601,0.85528353904374,1.35937034427644
8.79564923182516,0.681842434918508,2.42148177317324
1.51887047344998,0.428183048497885,0.504692491732548
4.69706183449105,0.919238009955734,1.14582101115957
5.72731808383736,0.925332952989265,0.983703010715544
5.89869543216826,0.827985276002437,1.90769769615474
8.44750539894911,0.62120304023847,2.98251680536094
6.38124705962465,0.909836468985304,0.970852147787809
13.4729295621337,0.977377344155684,4.14911315382874
3.57026600463391,0.781413110205904,1.01938652899116
3.32301226237504,0.827901759650558,0.946564482524991
6.91889467872352,0.472394986310974,2.16334964699092
4.18182367920741,0.610212701838464,0.714175164699554
4.69457174849072,0.185438256710768,0.949919308070093
17.1365585520422,0.673978996230289,5.97247784277366
7.80015697650515,0.40617004991509,1.9764773547109
7.51912457469271,0.942091788630933,1.40304419394107
4.63382928274887,0.526143800467253,0.541746127884835
5.14855311063116,0.135452379472554,2.10378705142977
4.70124929326169,0.580051413504407,1.19106418592855
8.61910687980029,0.337752187857404,3.0842214163977
4.27680550775182,0.543156133266166,0.972192494516236
4.85414676769804,0.348989115096629,1.55779305036768
1.48600688014878,0.46743709477596,0.584406907513603
9.9953425427586,0.82798167061992,2.67957869718287
6.63921094143629,0.0576522981282324,1.58629571455987
6.37315392194659,0.561377554666251,1.31118023316634
